"HealthTopic","Population","Indicator","Unit","Time","RegionCode","RegionName","NumValue","TxtValue"
"Campylobacteriosis","Confirmed cases","Case fatality","%","2013-04","EU_EEA31","EU/EEA",0.000000000,""
"Campylobacteriosis","Confirmed cases","Case fatality","%","2013-04","EU28","EU",0.000000000,""
"Campylobacteriosis","Confirmed cases","Case fatality","%","2013-04","UK","United Kingdom",-,""
"Campylobacteriosis","Confirmed cases","Case fatality","%","2013-05","EU_EEA31","EU/EEA",0.034230000,""
"Campylobacteriosis","Confirmed cases","Case fatality","%","2013-05","EU28","EU",0.034940000,""
"Campylobacteriosis","Confirmed cases","Case fatality","%","2013-05","UK","United Kingdom",-,""
"Campylobacteriosis","Confirmed cases","Case fatality","%","2013-06","EU_EEA31","EU/EEA",0.016691000,""
"Campylobacteriosis","Confirmed cases","Case fatality","%","2013-06","EU28","EU",0.016999000,""
"Campylobacteriosis","Confirmed cases","Case fatality","%","2013-06","UK","United Kingdom",-,""
"Campylobacteriosis","Confirmed cases","Case fatality","%","2013-07","EU_EEA31","EU/EEA",0.034705000,""
"Campylobacteriosis","Confirmed cases","Case fatality","%","2013-07","EU28","EU",0.035878000,""
"Campylobacteriosis","Confirmed cases","Case fatality","%","2013-07","UK","United Kingdom",-,""
"Campylobacteriosis","Confirmed cases","Case fatality","%","2013-08","EU_EEA31","EU/EEA",0.019451000,""
"Campylobacteriosis","Confirmed cases","Case fatality","%","2013-08","EU28","EU",0.020014000,""
"Campylobacteriosis","Confirmed cases","Case fatality","%","2013-08","UK","United Kingdom",-,""
"Campylobacteriosis","Confirmed cases","Case fatality","%","2013-09","EU_EEA31","EU/EEA",0.056615000,""
"Campylobacteriosis","Confirmed cases","Case fatality","%","2013-09","EU28","EU",0.057603000,""
"Campylobacteriosis","Confirmed cases","Case fatality","%","2013-09","UK","United Kingdom",-,""
"Campylobacteriosis","Confirmed cases","Case fatality","%","2013-10","EU_EEA31","EU/EEA",0.110412000,""
"Campylobacteriosis","Confirmed cases","Case fatality","%","2013-10","EU28","EU",0.113447000,""
"Campylobacteriosis","Confirmed cases","Case fatality","%","2013-10","UK","United Kingdom",-,""
"Campylobacteriosis","Confirmed cases","Case fatality","%","2013-11","EU_EEA31","EU/EEA",0.020957000,""
"Campylobacteriosis","Confirmed cases","Case fatality","%","2013-11","EU28","EU",0.021242000,""
"Campylobacteriosis","Confirmed cases","Case fatality","%","2013-11","UK","United Kingdom",-,""
"Campylobacteriosis","Confirmed cases","Case fatality","%","2013-12","EU_EEA31","EU/EEA",0.142959000,""
"Campylobacteriosis","Confirmed cases","Case fatality","%","2013-12","EU28","EU",0.144675000,""
"Campylobacteriosis","Confirmed cases","Case fatality","%","2013-12","UK","United Kingdom",-,""
"Campylobacteriosis","Confirmed cases","Case fatality","%","2014","EU_EEA31","EU/EEA",0.014144000,""
"Campylobacteriosis","Confirmed cases","Case fatality","%","2014","EU28","EU",0.014342000,""
"Campylobacteriosis","Confirmed cases","Case fatality","%","2014","UK","United Kingdom",0.000000000,""
"Campylobacteriosis","Confirmed cases","Case fatality","%","2014-01","EU_EEA31","EU/EEA",0.016319000,""
"Campylobacteriosis","Confirmed cases","Case fatality","%","2014-01","EU28","EU",0.016454000,""
"Campylobacteriosis","Confirmed cases","Case fatality","%","2014-01","UK","United Kingdom",0.000000000,""
"Campylobacteriosis","Confirmed cases","Case fatality","%","2014-02","EU_EEA31","EU/EEA",0.021130000,""
"Campylobacteriosis","Confirmed cases","Case fatality","%","2014-02","EU28","EU",0.021276000,""
"Campylobacteriosis","Confirmed cases","Case fatality","%","2014-02","UK","United Kingdom",0.000000000,""
"Campylobacteriosis","Confirmed cases","Case fatality","%","2014-03","EU_EEA31","EU/EEA",0.019493000,""
"Campylobacteriosis","Confirmed cases","Case fatality","%","2014-03","EU28","EU",0.019718000,""
"Campylobacteriosis","Confirmed cases","Case fatality","%","2014-03","UK","United Kingdom",0.000000000,""
"Campylobacteriosis","Confirmed cases","Case fatality","%","2014-04","EU_EEA31","EU/EEA",0.009883000,""
"Campylobacteriosis","Confirmed cases","Case fatality","%","2014-04","EU28","EU",0.009987000,""
"Campylobacteriosis","Confirmed cases","Case fatality","%","2014-04","UK","United Kingdom",0.000000000,""
"Campylobacteriosis","Confirmed cases","Case fatality","%","2014-05","EU_EEA31","EU/EEA",0.000000000,""
"Campylobacteriosis","Confirmed cases","Case fatality","%","2014-05","EU28","EU",0.000000000,""
"Campylobacteriosis","Confirmed cases","Case fatality","%","2014-05","UK","United Kingdom",0.000000000,""
"Campylobacteriosis","Confirmed cases","Case fatality","%","2014-06","EU_EEA31","EU/EEA",0.005107000,""
"Campylobacteriosis","Confirmed cases","Case fatality","%","2014-06","EU28","EU",0.005172000,""
"Campylobacteriosis","Confirmed cases","Case fatality","%","2014-06","UK","United Kingdom",0.000000000,""
"Campylobacteriosis","Confirmed cases","Case fatality","%","2014-07","EU_EEA31","EU/EEA",0.004530000,""
"Campylobacteriosis","Confirmed cases","Case fatality","%","2014-07","EU28","EU",0.004643000,""
"Campylobacteriosis","Confirmed cases","Case fatality","%","2014-07","UK","United Kingdom",0.000000000,""
"Campylobacteriosis","Confirmed cases","Case fatality","%","2014-08","EU_EEA31","EU/EEA",0.021500000,""
"Campylobacteriosis","Confirmed cases","Case fatality","%","2014-08","EU28","EU",0.021967000,""
"Campylobacteriosis","Confirmed cases","Case fatality","%","2014-08","UK","United Kingdom",0.000000000,""
"Campylobacteriosis","Confirmed cases","Case fatality","%","2014-09","EU_EEA31","EU/EEA",0.016697000,""
"Campylobacteriosis","Confirmed cases","Case fatality","%","2014-09","EU28","EU",0.016941000,""
"Campylobacteriosis","Confirmed cases","Case fatality","%","2014-09","UK","United Kingdom",0.000000000,""
"Campylobacteriosis","Confirmed cases","Case fatality","%","2014-10","EU_EEA31","EU/EEA",0.035945000,""
"Campylobacteriosis","Confirmed cases","Case fatality","%","2014-10","EU28","EU",0.036436000,""
"Campylobacteriosis","Confirmed cases","Case fatality","%","2014-10","UK","United Kingdom",0.000000000,""
"Campylobacteriosis","Confirmed cases","Case fatality","%","2014-11","EU_EEA31","EU/EEA",0.007480000,""
"Campylobacteriosis","Confirmed cases","Case fatality","%","2014-11","EU28","EU",0.007559000,""
"Campylobacteriosis","Confirmed cases","Case fatality","%","2014-11","UK","United Kingdom",0.000000000,""
"Campylobacteriosis","Confirmed cases","Case fatality","%","2014-12","EU_EEA31","EU/EEA",0.018331000,""
"Campylobacteriosis","Confirmed cases","Case fatality","%","2014-12","EU28","EU",0.018462000,""
"Campylobacteriosis","Confirmed cases","Case fatality","%","2014-12","UK","United Kingdom",0.000000000,""
"Campylobacteriosis","Confirmed cases","Case fatality","%","2015","EU_EEA31","EU/EEA",0.035151000,""
"Campylobacteriosis","Confirmed cases","Case fatality","%","2015","EU28","EU",0.034916000,""
"Campylobacteriosis","Confirmed cases","Case fatality","%","2015","UK","United Kingdom",0.082152000,""
"Campylobacteriosis","Confirmed cases","Case fatality","%","2015-01","EU_EEA31","EU/EEA",0.024203000,""
"Campylobacteriosis","Confirmed cases","Case fatality","%","2015-01","EU28","EU",0.024378000,""
"Campylobacteriosis","Confirmed cases","Case fatality","%","2015-01","UK","United Kingdom",0.081059170,""
"Campylobacteriosis","Confirmed cases","Case fatality","%","2015-02","EU_EEA31","EU/EEA",0.030168000,""
"Campylobacteriosis","Confirmed cases","Case fatality","%","2015-02","EU28","EU",0.030367000,""
"Campylobacteriosis","Confirmed cases","Case fatality","%","2015-02","UK","United Kingdom",0.026455020,""
"Campylobacteriosis","Confirmed cases","Case fatality","%","2015-03","EU_EEA31","EU/EEA",0.060054000,""
"Campylobacteriosis","Confirmed cases","Case fatality","%","2015-03","EU28","EU",0.060508000,""
"Campylobacteriosis","Confirmed cases","Case fatality","%","2015-03","UK","United Kingdom",0.112201960,""
"Campylobacteriosis","Confirmed cases","Case fatality","%","2015-04","EU_EEA31","EU/EEA",0.017376000,""
"Campylobacteriosis","Confirmed cases","Case fatality","%","2015-04","EU28","EU",0.017490000,""
"Campylobacteriosis","Confirmed cases","Case fatality","%","2015-04","UK","United Kingdom",0.053908350,""
"Campylobacteriosis","Confirmed cases","Case fatality","%","2015-05","EU_EEA31","EU/EEA",0.056085000,""
"Campylobacteriosis","Confirmed cases","Case fatality","%","2015-05","EU28","EU",0.056583000,""
"Campylobacteriosis","Confirmed cases","Case fatality","%","2015-05","UK","United Kingdom",0.126710590,""
"Campylobacteriosis","Confirmed cases","Case fatality","%","2015-06","EU_EEA31","EU/EEA",0.022081000,""
"Campylobacteriosis","Confirmed cases","Case fatality","%","2015-06","EU28","EU",0.022311000,""
"Campylobacteriosis","Confirmed cases","Case fatality","%","2015-06","UK","United Kingdom",0.050234420,""
"Campylobacteriosis","Confirmed cases","Case fatality","%","2015-07","EU_EEA31","EU/EEA",0.023792000,""
"Campylobacteriosis","Confirmed cases","Case fatality","%","2015-07","EU28","EU",0.024217000,""
"Campylobacteriosis","Confirmed cases","Case fatality","%","2015-07","UK","United Kingdom",0.052910050,""
"Campylobacteriosis","Confirmed cases","Case fatality","%","2015-08","EU_EEA31","EU/EEA",0.038478000,""
"Campylobacteriosis","Confirmed cases","Case fatality","%","2015-08","EU28","EU",0.039141000,""
"Campylobacteriosis","Confirmed cases","Case fatality","%","2015-08","UK","United Kingdom",0.075414780,""
"Campylobacteriosis","Confirmed cases","Case fatality","%","2015-09","EU_EEA31","EU/EEA",0.017524000,""
"Campylobacteriosis","Confirmed cases","Case fatality","%","2015-09","EU28","EU",0.017675000,""
"Campylobacteriosis","Confirmed cases","Case fatality","%","2015-09","UK","United Kingdom",0.062774630,""
"Campylobacteriosis","Confirmed cases","Case fatality","%","2015-10","EU_EEA31","EU/EEA",0.038777000,""
"Campylobacteriosis","Confirmed cases","Case fatality","%","2015-10","EU28","EU",0.032613000,""
"Campylobacteriosis","Confirmed cases","Case fatality","%","2015-10","UK","United Kingdom",0.067264570,""
"Campylobacteriosis","Confirmed cases","Case fatality","%","2015-11","EU_EEA31","EU/EEA",0.030404000,""
"Campylobacteriosis","Confirmed cases","Case fatality","%","2015-11","EU28","EU",0.030590000,""
"Campylobacteriosis","Confirmed cases","Case fatality","%","2015-11","UK","United Kingdom",0.099255580,""
"Campylobacteriosis","Confirmed cases","Case fatality","%","2015-12","EU_EEA31","EU/EEA",0.088487000,""
"Campylobacteriosis","Confirmed cases","Case fatality","%","2015-12","EU28","EU",0.089039000,""
"Campylobacteriosis","Confirmed cases","Case fatality","%","2015-12","UK","United Kingdom",0.233576640,""
"Campylobacteriosis","Confirmed cases","Case fatality","%","2016","EU_EEA31","EU/EEA",0.034378000,""
"Campylobacteriosis","Confirmed cases","Case fatality","%","2016","EU28","EU",0.034707000,""
"Campylobacteriosis","Confirmed cases","Case fatality","%","2016","UK","United Kingdom",0.068756080,""
"Campylobacteriosis","Confirmed cases","Case fatality","%","2016-01","EU_EEA31","EU/EEA",0.059006000,""
"Campylobacteriosis","Confirmed cases","Case fatality","%","2016-01","EU28","EU",0.059392000,""
"Campylobacteriosis","Confirmed cases","Case fatality","%","2016-01","UK","United Kingdom",0.169491520,""
"Campylobacteriosis","Confirmed cases","Case fatality","%","2016-02","EU_EEA31","EU/EEA",0.059323000,""
"Campylobacteriosis","Confirmed cases","Case fatality","%","2016-02","EU28","EU",0.059701000,""
"Campylobacteriosis","Confirmed cases","Case fatality","%","2016-02","UK","United Kingdom",0.061218240,""
"Campylobacteriosis","Confirmed cases","Case fatality","%","2016-03","EU_EEA31","EU/EEA",0.019333000,""
"Campylobacteriosis","Confirmed cases","Case fatality","%","2016-03","EU28","EU",0.019443000,""
"Campylobacteriosis","Confirmed cases","Case fatality","%","2016-03","UK","United Kingdom",0.066733400,""
"Campylobacteriosis","Confirmed cases","Case fatality","%","2016-04","EU_EEA31","EU/EEA",0.017565000,""
"Campylobacteriosis","Confirmed cases","Case fatality","%","2016-04","EU28","EU",0.017683000,""
"Campylobacteriosis","Confirmed cases","Case fatality","%","2016-04","UK","United Kingdom",0.032520320,""
"Campylobacteriosis","Confirmed cases","Case fatality","%","2016-05","EU_EEA31","EU/EEA",0.042134000,""
"Campylobacteriosis","Confirmed cases","Case fatality","%","2016-05","EU28","EU",0.042399000,""
"Campylobacteriosis","Confirmed cases","Case fatality","%","2016-05","UK","United Kingdom",0.117343340,""
"Campylobacteriosis","Confirmed cases","Case fatality","%","2016-06","EU_EEA31","EU/EEA",0.013208000,""
"Campylobacteriosis","Confirmed cases","Case fatality","%","2016-06","EU28","EU",0.013348000,""
"Campylobacteriosis","Confirmed cases","Case fatality","%","2016-06","UK","United Kingdom",0.045317220,""
"Campylobacteriosis","Confirmed cases","Case fatality","%","2016-07","EU_EEA31","EU/EEA",0.014548000,""
"Campylobacteriosis","Confirmed cases","Case fatality","%","2016-07","EU28","EU",0.014796000,""
"Campylobacteriosis","Confirmed cases","Case fatality","%","2016-07","UK","United Kingdom",0.000000000,""
"Campylobacteriosis","Confirmed cases","Case fatality","%","2016-08","EU_EEA31","EU/EEA",0.033872000,""
"Campylobacteriosis","Confirmed cases","Case fatality","%","2016-08","EU28","EU",0.034381000,""
"Campylobacteriosis","Confirmed cases","Case fatality","%","2016-08","UK","United Kingdom",0.048812230,""
"Campylobacteriosis","Confirmed cases","Case fatality","%","2016-09","EU_EEA31","EU/EEA",0.025656000,""
"Campylobacteriosis","Confirmed cases","Case fatality","%","2016-09","EU28","EU",0.025849000,""
"Campylobacteriosis","Confirmed cases","Case fatality","%","2016-09","UK","United Kingdom",0.062279420,""
"Campylobacteriosis","Confirmed cases","Case fatality","%","2016-10","EU_EEA31","EU/EEA",0.034440000,""
"Campylobacteriosis","Confirmed cases","Case fatality","%","2016-10","EU28","EU",0.034821000,""
"Campylobacteriosis","Confirmed cases","Case fatality","%","2016-10","UK","United Kingdom",0.047114250,""
"Campylobacteriosis","Confirmed cases","Case fatality","%","2016-11","EU_EEA31","EU/EEA",0.052611000,""
"Campylobacteriosis","Confirmed cases","Case fatality","%","2016-11","EU28","EU",0.052978000,""
"Campylobacteriosis","Confirmed cases","Case fatality","%","2016-11","UK","United Kingdom",0.079533400,""
"Campylobacteriosis","Confirmed cases","Case fatality","%","2016-12","EU_EEA31","EU/EEA",0.081190000,""
"Campylobacteriosis","Confirmed cases","Case fatality","%","2016-12","EU28","EU",0.081610000,""
"Campylobacteriosis","Confirmed cases","Case fatality","%","2016-12","UK","United Kingdom",0.188916870,""
"Campylobacteriosis","Confirmed cases","Case fatality","%","2017","EU_EEA31","EU/EEA",0.039460000,""
"Campylobacteriosis","Confirmed cases","Case fatality","%","2017","EU28","EU",0.040046000,""
"Campylobacteriosis","Confirmed cases","Case fatality","%","2017","UK","United Kingdom",0.080221050,""
"Campylobacteriosis","Confirmed cases","Case fatality","%","2017-01","EU_EEA31","EU/EEA",0.039761000,""
"Campylobacteriosis","Confirmed cases","Case fatality","%","2017-01","EU28","EU",0.040257000,""
"Campylobacteriosis","Confirmed cases","Case fatality","%","2017-01","UK","United Kingdom",0.031075200,""
"Campylobacteriosis","Confirmed cases","Case fatality","%","2017-02","EU_EEA31","EU/EEA",0.067151000,""
"Campylobacteriosis","Confirmed cases","Case fatality","%","2017-02","EU28","EU",0.067857000,""
"Campylobacteriosis","Confirmed cases","Case fatality","%","2017-02","UK","United Kingdom",0.097402590,""
"Campylobacteriosis","Confirmed cases","Case fatality","%","2017-03","EU_EEA31","EU/EEA",0.034414000,""
"Campylobacteriosis","Confirmed cases","Case fatality","%","2017-03","EU28","EU",0.034722000,""
"Campylobacteriosis","Confirmed cases","Case fatality","%","2017-03","UK","United Kingdom",0.027114960,""
"Campylobacteriosis","Confirmed cases","Case fatality","%","2017-04","EU_EEA31","EU/EEA",0.049950000,""
"Campylobacteriosis","Confirmed cases","Case fatality","%","2017-04","EU28","EU",0.050540000,""
"Campylobacteriosis","Confirmed cases","Case fatality","%","2017-04","UK","United Kingdom",0.089712910,""
"Campylobacteriosis","Confirmed cases","Case fatality","%","2017-05","EU_EEA31","EU/EEA",0.021196000,""
"Campylobacteriosis","Confirmed cases","Case fatality","%","2017-05","EU28","EU",0.021440000,""
"Campylobacteriosis","Confirmed cases","Case fatality","%","2017-05","UK","United Kingdom",0.041296710,""
"Campylobacteriosis","Confirmed cases","Case fatality","%","2017-06","EU_EEA31","EU/EEA",0.009371000,""
